,GroupId,SubgroupId,id,Departure,Arrival,Entrance,CheckinSum,nSubgroups,SubgroupSize,GroupSize,Thrill,Kiddie,Everybody,Pavilion,Beer Garden,Food,Shopping,Restroom,Lawn,Info,Arcade,First Aid,Stage,Show Hall,Thrill Time,Kiddie Time,Everybody Time,Pavilion Time,Beer Garden Time,Food Time,Shopping Time,Restroom Time,Lawn Time,Info Time,Arcade Time,First Aid Time,Stage Time,Show Hall Time,Entrance Time,Park Time
256,173,257,659383,2014-06-06 22:12:05,2014-06-06 08:16:05,1,393,1,3,3,8,7,3,0,3,0,11,2,1,0,2,0,0,0,0.7288888888888889,1.1505555555555556,0.3188888888888889,0.0,2.2680555555555557,0.0,4.15,0.6991666666666667,0.5680555555555556,0,0.25666666666666665,0.0,0.0,0.0,0.0125,13.920833333333334
257,174,258,138464,2014-06-06 21:29:27,2014-06-06 08:16:15,1,484,1,2,2,7,4,8,1,2,0,8,3,0,0,1,0,1,0,1.2958333333333334,0.3005555555555556,2.0080555555555555,0.29250000000000004,1.4416666666666667,0.0,2.9297222222222223,0.48166666666666663,0.0,0,0.4886111111111111,0.0,1.2372222222222222,0.0,0.012777777777777779,13.207222222222223
258,175,259,211020,2014-06-06 21:18:44,2014-06-06 08:16:24,1,337,1,3,3,7,1,3,1,4,0,4,0,0,0,2,0,1,0,2.314722222222222,0.12083333333333333,0.33222222222222225,0.08305555555555556,3.412777777777778,0.0,1.3227777777777776,0.0,0.0,0,1.0355555555555556,0.0,1.4758333333333333,0.0,0.010833333333333334,13.028055555555556
259,176,260,1455657,2014-06-06 20:35:49,2014-06-06 08:16:29,1,797,1,2,2,10,5,2,1,0,2,3,4,3,0,2,0,0,1,1.7108333333333334,0.4608333333333333,0.24666666666666667,0.31805555555555554,0.0,0.4522222222222222,1.0844444444444443,0.8680555555555556,1.0869444444444445,0,0.6083333333333333,0.0,0.0,0.9036111111111111,0.009444444444444445,12.312777777777779
260,177,261,1359667,2014-06-06 22:34:00,2014-06-06 08:16:30,1,472,1,2,2,10,4,2,1,5,1,3,2,1,0,1,0,0,2,2.493888888888889,0.795,0.25722222222222224,0.10888888888888888,3.0050000000000003,0.9388888888888889,1.0086111111111111,0.3,0.30027777777777775,0,0.28500000000000003,0.0,0.0,1.5844444444444443,0.0125,14.279166666666667
261,178,262,227533,2014-06-06 21:13:46,2014-06-06 08:16:37,1,380,1,3,3,6,2,2,1,0,1,10,0,0,0,1,0,1,1,1.5727777777777776,0.19444444444444445,0.22972222222222222,0.23249999999999998,0.0,0.2013888888888889,4.480277777777777,0.0,0.0,0,0.35777777777777775,0.0,1.2480555555555557,1.0013888888888889,0.0125,12.94
262,179,263,977105,2014-06-06 21:30:03,2014-06-06 08:16:37,1,702,1,2,2,4,2,8,1,0,0,6,1,3,0,1,0,1,1,0.4772222222222222,0.9655555555555555,1.1875,0.26611111111111113,0.0,0.0,3.1416666666666666,0.26833333333333337,0.9772222222222222,0,0.10250000000000001,0.0,1.3683333333333332,0.6022222222222222,0.01388888888888889,13.209999999999999
263,180,264,287831,2014-06-06 21:38:44,2014-06-06 08:16:40,1,561,1,2,2,7,2,3,0,3,1,9,1,2,0,1,0,0,2,1.4325,0.2227777777777778,0.2961111111111111,0.0,2.3472222222222223,0.7994444444444445,3.424722222222222,0.265,0.3047222222222222,0,0.22555555555555556,0.0,0.0,1.5244444444444445,0.009166666666666667,13.358611111111111
264,181,265,1718771,2014-06-06 21:41:05,2014-06-06 08:16:48,1,601,2,3,4,10,7,6,0,2,2,6,2,0,0,0,0,0,2,1.4361111111111111,1.21,0.7747222222222222,0.0,1.0391666666666668,1.0272222222222223,1.5094444444444444,0.3958333333333333,0.0,0,0.0,0.0,0.0,1.9755555555555555,0.012777777777777779,13.391944444444444
265,181,266,848800,2014-06-06 21:35:46,2014-06-06 08:16:48,1,1282,2,1,4,27,0,12,3,0,1,2,2,5,0,0,0,1,1,3.213888888888889,0.0,1.6555555555555554,0.9233333333333333,0.0,0.215,0.7780555555555555,0.3858333333333333,1.7483333333333335,0,0.0,0.0,1.3969444444444443,0.5186111111111111,0.010277777777777778,13.305833333333332
266,182,267,1635527,2014-06-06 13:14:26,2014-06-06 08:16:56,1,334,1,1,1,9,0,2,0,0,1,2,1,1,0,0,0,0,0,1.7036111111111112,0.0,0.24222222222222223,0.0,0.0,0.5841666666666666,0.6891666666666667,0.2561111111111111,0.13055555555555556,0,0.0,0.0,0.0,0.0,0.009722222222222222,4.948611111111111
267,183,268,557868,2014-06-06 22:27:16,2014-06-06 08:16:58,1,507,2,2,5,6,4,6,0,2,1,7,1,0,0,1,0,0,1,1.7444444444444445,0.3233333333333333,0.7030555555555555,0.0,1.8994444444444445,0.5730555555555555,3.6599999999999997,0.2252777777777778,0.0,0,1.2283333333333333,0.0,0.0,0.7166666666666667,0.009722222222222222,14.161944444444442
268,183,269,408230,2014-06-06 22:24:44,2014-06-06 08:16:58,1,763,2,3,5,24,0,5,5,0,1,4,5,1,0,2,0,0,1,2.5213888888888887,0.0,0.8427777777777778,1.5638888888888889,0.0,0.8808333333333334,1.855,0.9352777777777778,0.5352777777777777,0,0.6566666666666666,0.0,0.0,1.0022222222222221,0.008888888888888889,14.120555555555555
269,184,270,1010543,2014-06-06 22:11:04,2014-06-06 08:16:59,1,670,1,4,4,8,6,4,2,0,0,9,1,0,0,0,0,0,2,1.6077777777777778,0.6797222222222222,0.4925,1.0744444444444445,0.0,0.0,4.300833333333333,0.1277777777777778,0.0,0,0.0,0.0,0.0,1.6005555555555555,0.01,13.89138888888889
270,185,271,687781,2014-06-06 20:09:06,2014-06-06 08:17:01,1,203,1,5,5,6,1,2,0,0,3,6,1,0,0,1,0,0,0,1.2402777777777778,0.08805555555555555,0.5116666666666666,0.0,0.0,3.8894444444444445,2.436388888888889,0.11805555555555555,0.0,0,0.5405555555555555,0.0,0.0,0.0,0.015000000000000001,11.853055555555555
271,186,272,199078,2014-06-06 20:42:27,2014-06-06 08:17:18,5,875,1,3,3,19,5,9,0,0,1,0,2,0,0,0,0,0,2,2.2952777777777778,1.1336111111111111,0.9752777777777778,0.0,0.0,0.2722222222222222,0.0,0.4286111111111111,0.0,0,0.0,0.0,0.0,1.0205555555555557,2.437222222222222,9.981944444444444
272,187,273,992800,2014-06-06 21:26:09,2014-06-06 08:17:19,1,491,1,2,2,4,3,2,3,3,2,7,3,2,0,0,0,0,1,1.166111111111111,0.29333333333333333,0.26333333333333336,0.7947222222222222,1.4258333333333333,1.4880555555555555,2.6663888888888887,0.7897222222222222,0.4608333333333333,0,0.0,0.0,0.0,0.6763888888888889,0.0125,13.134722222222223
273,188,274,393283,2014-06-06 22:34:33,2014-06-06 08:17:22,1,369,1,4,4,4,2,1,2,0,1,13,0,1,0,2,0,1,0,0.24722222222222223,0.1736111111111111,0.1186111111111111,0.986111111111111,0.0,0.2238888888888889,5.564166666666667,0.0,0.5294444444444444,0,0.4788888888888889,0.0,1.3433333333333333,0.0,0.014444444444444446,14.271944444444443
274,189,275,203167,2014-06-06 22:23:30,2014-06-06 08:17:30,1,384,2,3,4,3,2,3,1,4,3,8,0,0,0,0,1,0,1,1.1997222222222221,0.16611111111111113,0.24000000000000002,0.4683333333333334,1.8347222222222221,1.8222222222222222,5.080277777777778,0.0,0.0,0,0.0,0.29583333333333334,0.0,0.6425,0.012777777777777779,14.087222222222222
275,189,276,2083613,2014-06-06 22:29:43,2014-06-06 08:17:30,1,1210,2,1,4,29,0,11,3,0,0,5,1,4,0,2,1,0,2,3.098611111111111,0.0,1.198888888888889,0.8363888888888888,0.0,0.0,2.0283333333333333,0.19583333333333333,1.2138888888888888,0,0.4888888888888889,0.45805555555555555,0.0,1.406111111111111,0.011666666666666665,14.191944444444445
276,190,277,412282,2014-06-06 20:19:25,2014-06-06 08:17:44,1,555,1,2,2,4,2,2,3,2,1,7,1,1,0,0,0,1,1,0.3988888888888889,0.7652777777777777,0.3608333333333333,0.7019444444444445,1.3533333333333333,0.9325,2.27,0.2569444444444444,0.4486111111111111,0,0.0,0.0,1.3119444444444446,0.9666666666666667,0.008333333333333333,12.019722222222223
277,191,278,70408,2014-06-06 22:38:47,2014-06-06 08:17:46,1,405,1,3,3,4,2,1,1,0,3,8,1,1,0,1,0,0,1,1.3119444444444446,0.5611111111111111,0.095,0.61,0.0,2.3755555555555556,4.471111111111111,0.24000000000000002,0.5875,0,0.385,0.0,0.0,0.6538888888888889,0.014722222222222222,14.335555555555556
278,192,279,318567,2014-06-06 22:33:38,2014-06-06 08:17:50,1,436,1,3,3,5,2,4,1,0,3,13,0,0,0,3,0,0,0,0.6036111111111111,0.1411111111111111,0.5975,0.3494444444444444,0.0,1.2213888888888889,5.022222222222222,0.0,0.0,0,2.1394444444444445,0.0,0.0,0.0,0.014444444444444446,14.248888888888887
279,193,280,626101,2014-06-06 21:48:53,2014-06-06 08:17:56,1,427,1,4,4,7,3,1,1,3,1,7,2,0,0,0,0,1,1,1.7372222222222222,0.34555555555555556,0.09638888888888889,0.3736111111111111,2.0741666666666667,0.9855555555555555,2.500277777777778,0.715,0.0,0,0.0,0.0,0.8747222222222223,0.7119444444444445,0.009722222222222222,13.506111111111112
280,194,281,1401559,2014-06-06 20:18:23,2014-06-06 08:18:12,1,624,1,4,4,14,5,6,0,5,0,4,2,1,0,2,0,0,0,0.9555555555555556,0.45444444444444443,0.6141666666666666,0.0,3.108888888888889,0.0,1.6277777777777778,0.34694444444444444,0.385,0,0.9480555555555555,0.0,0.0,0.0,0.009166666666666667,11.993888888888888
281,195,282,1621849,2014-06-06 13:17:09,2014-06-06 08:18:12,1,576,1,1,1,12,0,2,0,0,0,3,0,1,0,0,0,0,0,2.1991666666666663,0.0,0.18166666666666667,0.0,0.0,0.0,0.9494444444444444,0.0,0.5616666666666668,0,0.0,0.0,0.0,0.0,0.008333333333333333,4.974166666666666
282,196,283,19162,2014-06-06 20:49:22,2014-06-06 08:18:21,1,344,1,2,2,8,3,2,1,3,1,7,8,0,0,1,0,0,0,0.5372222222222223,0.31333333333333335,0.15611111111111112,0.5822222222222222,2.323611111111111,0.8991666666666667,2.2224999999999997,1.7566666666666668,0.0,0,0.14666666666666667,0.0,0.0,0.0,0.012222222222222221,12.504722222222222
283,197,284,212191,2014-06-06 22:32:28,2014-06-06 08:18:27,1,660,1,2,2,8,4,2,2,0,1,11,2,2,0,1,0,0,1,0.7927777777777778,0.3711111111111111,0.2461111111111111,0.7186111111111111,0.0,0.38361111111111107,3.924722222222222,0.26416666666666666,0.6677777777777778,0,0.9561111111111111,0.0,0.0,1.0027777777777778,0.012777777777777779,14.220833333333333
284,198,285,69340,2014-06-06 20:14:10,2014-06-06 08:18:28,1,450,1,2,2,17,0,4,1,0,5,4,2,0,0,0,1,0,1,3.5044444444444447,0.0,0.3588888888888889,0.5855555555555555,0.0,1.6555555555555554,1.1191666666666669,0.4358333333333333,0.0,0,0.0,0.3377777777777778,0.0,0.9341666666666666,0.009444444444444445,11.91888888888889
285,199,286,390983,2014-06-06 20:47:22,2014-06-06 08:18:32,1,566,1,4,4,9,2,3,2,0,0,5,2,1,0,0,0,1,1,1.673888888888889,0.6447222222222222,0.5758333333333333,0.8683333333333334,0.0,0.0,1.6841666666666666,0.5508333333333333,0.23083333333333333,0,0.0,0.0,1.347222222222222,0.5780555555555555,0.015000000000000001,12.465555555555556
286,200,287,1554434,2014-06-06 20:47:22,2014-06-06 08:18:34,1,482,2,3,5,7,1,3,1,0,2,13,2,0,0,1,0,0,1,0.635,0.1,0.2427777777777778,0.5238888888888888,0.0,1.195,4.9061111111111115,0.22833333333333333,0.0,0,0.31555555555555553,0.0,0.0,0.7930555555555556,0.01361111111111111,12.466388888888888
287,200,288,1803086,2014-06-06 20:20:03,2014-06-06 08:18:34,1,574,2,2,5,10,5,5,3,4,0,2,2,0,0,1,0,1,0,1.1772222222222224,0.435,1.0227777777777778,0.7897222222222222,2.972777777777778,0.0,0.8519444444444445,0.24166666666666667,0.0,0,0.2866666666666667,0.0,1.3625,0.0,0.011944444444444445,12.012777777777778
288,201,289,532442,2014-06-06 21:49:26,2014-06-06 08:18:47,1,486,2,3,7,11,3,3,1,3,0,7,2,2,0,0,0,0,0,1.6724999999999999,0.95,0.7747222222222222,0.3091666666666667,1.3266666666666667,0.0,3.5836111111111113,0.18000000000000002,0.7316666666666667,0,0.0,0.0,0.0,0.0,0.013333333333333334,13.497499999999999
289,201,290,468242,2014-06-06 21:46:29,2014-06-06 08:18:47,1,805,2,4,7,18,0,6,2,0,2,10,3,0,0,2,0,0,0,3.0075,0.0,0.6427777777777778,0.43527777777777776,0.0,1.3352777777777776,3.3188888888888886,0.6172222222222222,0.0,0,0.6455555555555555,0.0,0.0,0.0,0.011666666666666665,13.450000000000001
290,202,291,1940907,2014-06-06 21:33:46,2014-06-06 08:18:49,1,431,2,1,5,9,5,2,1,5,0,6,2,1,0,2,0,0,0,2.031111111111111,0.7963888888888888,0.16805555555555557,0.16999999999999998,3.2527777777777778,0.0,2.4519444444444445,0.41555555555555557,0.4841666666666667,0,1.2822222222222224,0.0,0.0,0.0,0.01111111111111111,13.238055555555556
291,202,292,1952341,2014-06-06 21:39:03,2014-06-06 08:18:49,1,885,2,4,5,34,0,7,3,0,1,2,2,1,0,0,0,0,1,4.814722222222222,0.0,1.0425,0.9497222222222222,0.0,1.0038888888888888,0.6202777777777778,0.39694444444444443,0.4716666666666667,0,0.0,0.0,0.0,0.6372222222222222,0.010833333333333334,13.326388888888888
292,203,293,372230,2014-06-06 20:12:57,2014-06-06 08:18:52,1,506,2,3,4,15,5,5,0,2,1,2,1,1,0,0,0,0,0,4.120555555555556,0.4436111111111111,0.9555555555555556,0.0,0.8127777777777777,0.976388888888889,0.4472222222222222,0.2752777777777778,0.36638888888888893,0,0.0,0.0,0.0,0.0,0.011944444444444445,11.889444444444447
293,203,294,324556,2014-06-06 20:12:39,2014-06-06 08:18:52,1,1059,2,1,4,21,0,10,0,0,2,3,2,4,0,0,1,0,0,2.6847222222222222,0.0,1.4316666666666669,0.0,0.0,0.9847222222222223,1.09,0.7902777777777777,1.6083333333333334,0,0.0,0.39861111111111114,0.0,0.0,0.010277777777777778,11.88611111111111
294,204,295,1580124,2014-06-06 21:29:05,2014-06-06 08:19:02,1,671,4,2,7,22,0,9,1,0,3,5,2,2,0,0,0,1,0,2.501111111111111,0.0,0.7608333333333334,0.1638888888888889,0.0,1.6927777777777777,1.6997222222222221,0.24833333333333335,0.5636111111111112,0,0.0,0.0,1.2025000000000001,0.0,0.011944444444444445,13.155555555555555
295,204,296,1209628,2014-06-06 21:28:52,2014-06-06 08:19:02,1,764,4,1,7,37,0,7,1,0,1,3,6,1,0,0,0,0,0,4.449444444444444,0.0,1.0683333333333331,0.2788888888888889,0.0,0.9630555555555556,1.0341666666666667,1.166388888888889,0.10194444444444443,0,0.0,0.0,0.0,0.0,0.011666666666666665,13.152222222222223
296,204,297,1794634,2014-06-06 21:28:51,2014-06-06 08:19:02,1,771,4,1,7,37,0,7,1,0,1,3,6,1,0,0,0,0,0,4.446388888888889,0.0,1.0666666666666667,0.2786111111111111,0.0,0.9630555555555556,1.0344444444444445,1.166388888888889,0.10194444444444443,0,0.0,0.0,0.0,0.0,0.011666666666666665,13.151944444444446
297,204,298,1390240,2014-06-06 21:28:59,2014-06-06 08:19:02,1,1057,4,3,7,36,0,4,3,0,3,3,1,2,0,0,0,0,0,3.5741666666666663,0.0,0.4588888888888889,0.9361111111111111,0.0,1.591388888888889,1.2577777777777779,0.2361111111111111,0.5419444444444445,0,0.0,0.0,0.0,0.0,0.01138888888888889,13.154444444444445
298,205,299,535082,2014-06-06 21:18:12,2014-06-06 08:19:18,1,432,2,1,5,8,6,4,1,3,2,4,2,0,0,0,0,0,1,0.8722222222222222,0.8683333333333334,0.5336111111111111,0.13361111111111112,2.0733333333333333,1.7169444444444444,1.416111111111111,0.5233333333333333,0.0,0,0.0,0.0,0.0,0.5988888888888888,0.013055555555555555,12.96861111111111
299,205,300,936244,2014-06-06 21:10:56,2014-06-06 08:19:18,1,1083,2,4,5,22,0,11,1,0,3,4,1,2,0,0,0,0,1,3.1494444444444443,0.0,1.1197222222222223,0.48166666666666663,0.0,2.1472222222222226,1.7583333333333333,0.15527777777777776,0.7861111111111111,0,0.0,0.0,0.0,0.788888888888889,0.010555555555555556,12.85
300,206,301,203184,2014-06-06 21:12:48,2014-06-06 08:19:19,1,489,1,2,2,8,3,2,2,2,2,5,0,0,0,0,0,0,2,1.3947222222222222,1.2208333333333334,0.24638888888888888,0.6925,2.6591666666666667,1.0630555555555554,2.0349999999999997,0.0,0.0,0,0.0,0.0,0.0,1.7247222222222223,0.01111111111111111,12.880277777777778
301,207,302,168448,2014-06-06 20:24:24,2014-06-06 08:19:25,1,474,1,3,3,10,3,6,2,0,1,7,2,0,0,1,0,0,0,2.0638888888888887,0.3605555555555556,0.6352777777777778,0.4244444444444444,0.0,0.19583333333333333,2.8699999999999997,0.5313888888888889,0.0,0,0.35,0.0,0.0,0.0,0.011944444444444445,12.071111111111112
302,208,303,1010817,2014-06-06 22:40:37,2014-06-06 08:19:36,1,300,2,2,3,13,4,1,0,4,0,11,2,0,0,1,0,1,0,1.0752777777777778,0.47555555555555556,0.5966666666666666,0.0,2.2305555555555556,0.0,3.8805555555555555,0.3447222222222222,0.0,0,0.3625,0.0,1.2872222222222223,0.0,0.012222222222222221,14.338055555555556
303,208,304,983590,2014-06-06 22:31:32,2014-06-06 08:19:36,1,1102,2,1,3,23,0,9,3,0,3,6,1,3,0,0,0,0,1,2.5588888888888888,0.0,1.1422222222222222,1.2458333333333333,0.0,2.042777777777778,2.2119444444444443,0.1802777777777778,0.9666666666666667,0,0.0,0.0,0.0,0.9127777777777778,0.01,14.188888888888888
304,209,305,562597,2014-06-06 20:34:45,2014-06-06 08:19:36,1,477,2,1,6,5,3,4,0,4,1,7,0,1,0,0,0,0,1,0.9863888888888889,0.7363888888888889,0.5772222222222222,0.0,3.010277777777778,0.6983333333333334,2.4733333333333336,0.0,0.14666666666666667,0,0.0,0.0,0.0,0.8261111111111111,0.01111111111111111,12.241388888888888
305,209,306,1836866,2014-06-06 20:31:21,2014-06-06 08:19:36,1,696,2,5,6,29,0,6,1,0,1,0,2,0,0,0,0,0,1,4.551388888888889,0.0,1.4375,0.6,0.0,0.8227777777777778,0.0,0.46416666666666667,0.0,0,0.0,0.0,0.0,0.7252777777777778,0.010833333333333334,12.184999999999999
306,210,307,1051684,2014-06-06 20:45:54,2014-06-06 08:19:44,1,465,2,1,4,6,4,2,1,2,5,0,3,2,0,0,0,0,1,1.4597222222222221,0.4869444444444444,0.21694444444444447,0.16805555555555557,1.0772222222222223,4.336111111111111,0.0,0.9747222222222223,0.8969444444444445,0,0.0,0.0,0.0,0.5844444444444445,0.008888888888888889,12.427222222222222
307,210,308,837587,2014-06-06 20:41:50,2014-06-06 08:19:44,1,816,2,3,4,22,0,8,1,0,2,7,2,2,0,0,0,0,0,2.311111111111111,0.0,0.9680555555555556,0.16333333333333336,0.0,1.763611111111111,2.4961111111111114,0.32611111111111113,0.7252777777777778,0,0.0,0.0,0.0,0.0,0.008888888888888889,12.359444444444446
308,211,309,1132521,2014-06-06 20:43:20,2014-06-06 08:19:46,1,360,2,3,5,5,6,3,2,6,0,6,1,0,0,2,0,0,0,0.9919444444444444,0.6066666666666667,0.3525,0.24416666666666667,3.4072222222222224,0.0,2.5566666666666666,0.28805555555555556,0.0,0,0.6608333333333333,0.0,0.0,0.0,0.013333333333333334,12.379444444444445
309,211,310,1444056,2014-06-06 20:41:58,2014-06-06 08:19:46,1,533,2,2,5,11,0,2,1,1,5,6,1,4,0,0,0,1,0,1.083611111111111,0.0,0.2722222222222222,0.22027777777777777,0.5950000000000001,2.685,2.076388888888889,0.21833333333333332,1.5786111111111112,0,0.0,0.0,1.3222222222222222,0.0,0.012222222222222221,12.357777777777779
310,212,311,1740991,2014-06-06 22:43:34,2014-06-06 08:19:55,1,575,1,2,2,5,0,4,0,2,6,8,3,2,0,0,0,1,0,0.7244444444444444,0.0,0.4722222222222222,0.0,0.8763888888888889,4.093055555555556,2.9108333333333336,0.6458333333333334,0.6761111111111112,0,0.0,0.0,1.3711111111111112,0.0,0.010833333333333334,14.383333333333333
311,213,312,183441,2014-06-06 20:23:15,2014-06-06 08:20:02,1,574,1,4,4,7,3,5,1,3,0,6,1,2,0,0,0,1,1,0.6969444444444445,0.6297222222222222,0.7108333333333333,0.1513888888888889,1.9841666666666666,0.0,2.281944444444444,0.16833333333333333,0.7416666666666667,0,0.0,0.0,0.8908333333333334,0.8188888888888889,0.012222222222222221,12.04138888888889
312,214,313,1209234,2014-06-06 20:07:23,2014-06-06 08:20:02,3,824,1,3,3,15,9,7,1,0,2,1,6,2,0,0,0,0,0,1.2530555555555556,0.9333333333333333,1.1525,0.31472222222222224,0.0,1.2072222222222222,0.15555555555555556,1.2013888888888888,0.8163888888888889,0,0.0,0.0,0.0,0.0,2.122777777777778,9.66638888888889
313,215,314,1941990,2014-06-06 20:23:34,2014-06-06 08:20:06,1,433,1,2,2,4,2,3,3,4,1,5,0,1,0,0,0,0,1,0.7783333333333334,0.7269444444444445,0.31027777777777776,1.07,2.7055555555555557,0.7411111111111112,1.9419444444444445,0.0,0.3255555555555556,0,0.0,0.0,0.0,0.7811111111111111,0.0125,12.045277777777779
314,216,315,1600283,2014-06-06 20:44:55,2014-06-06 08:20:06,5,988,1,5,5,12,8,7,4,0,1,1,3,1,0,0,0,0,2,1.2030555555555555,0.7825000000000001,0.7852777777777777,1.3616666666666668,0.0,0.38,0.12944444444444445,0.4955555555555556,0.01972222222222222,0,0.0,0.0,0.0,1.9344444444444444,0.8544444444444445,11.559166666666668
315,217,316,584668,2014-06-06 20:29:56,2014-06-06 08:20:11,1,707,1,3,3,6,6,3,0,3,4,2,0,1,0,1,0,0,1,0.9041666666666667,0.9352777777777778,0.38027777777777777,0.0,1.636388888888889,3.520555555555555,0.515,0.0,0.5950000000000001,0,0.5669444444444445,0.0,0.0,0.9363888888888888,0.009444444444444445,12.153055555555556
316,218,317,1181497,2014-06-06 21:32:20,2014-06-06 08:20:16,1,579,1,3,3,8,3,2,0,0,0,11,3,1,0,0,0,0,2,1.0791666666666666,0.3063888888888889,0.2788888888888889,0.0,0.0,0.0,4.187777777777778,0.7941666666666667,0.10222222222222223,0,0.0,0.0,0.0,1.7022222222222223,0.01583333333333333,13.18527777777778
317,219,318,928330,2014-06-06 22:34:12,2014-06-06 08:20:18,1,669,2,1,6,7,2,4,0,1,2,10,3,3,0,1,0,1,0,1.7230555555555556,0.2263888888888889,0.6950000000000001,0.0,0.9847222222222223,1.4555555555555555,2.977222222222222,0.6744444444444445,0.9525,0,0.2738888888888889,0.0,1.1358333333333335,0.0,0.0125,14.219166666666666
318,219,319,1656601,2014-06-06 22:36:00,2014-06-06 08:20:18,1,987,2,5,6,30,0,8,0,0,2,6,3,5,0,0,0,0,1,2.6030555555555557,0.0,0.8466666666666666,0.0,0.0,1.1288888888888888,2.4630555555555556,0.8736111111111111,1.805,0,0.0,0.0,0.0,0.7341666666666666,0.01138888888888889,14.250277777777779
319,220,320,939665,2014-06-06 22:20:11,2014-06-06 08:20:22,1,648,2,1,3,8,5,7,0,0,2,5,4,1,0,0,0,1,1,1.1947222222222222,0.6305555555555556,0.6127777777777778,0.0,0.0,0.7152777777777778,2.3491666666666666,0.7925,0.11388888888888889,0,0.0,0.0,1.1172222222222221,0.6022222222222222,0.016388888888888887,13.980555555555556
320,220,321,63694,2014-06-06 22:20:11,2014-06-06 08:20:22,1,673,2,2,3,8,5,8,0,0,2,5,4,1,0,0,0,1,1,1.193888888888889,0.6305555555555556,0.6925,0.0,0.0,0.7155555555555555,2.348888888888889,0.7927777777777778,0.11388888888888889,0,0.0,0.0,1.1172222222222221,0.6022222222222222,0.017777777777777778,13.979166666666668
321,221,322,521692,2014-06-06 21:46:55,2014-06-06 08:20:23,1,484,1,3,3,5,2,3,2,0,0,10,0,2,0,1,0,0,1,0.49166666666666664,0.21805555555555556,0.7222222222222222,0.7419444444444444,0.0,0.0,5.258611111111111,0.0,1.0155555555555555,0,0.4841666666666667,0.0,0.0,0.6186111111111111,0.015277777777777777,13.426944444444445
322,222,323,443085,2014-06-06 21:27:28,2014-06-06 08:20:27,1,916,2,3,4,37,0,2,3,0,0,5,5,1,0,0,0,0,1,4.229722222222223,0.0,0.1761111111111111,0.6355555555555555,0.0,0.0,1.6175,0.9094444444444445,0.3586111111111111,0,0.0,0.0,0.0,0.5122222222222222,0.009166666666666667,13.107777777777777
323,222,324,1820085,2014-06-06 21:33:51,2014-06-06 08:20:27,1,1058,2,1,4,36,0,5,1,0,0,2,3,4,0,0,0,1,0,4.6113888888888885,0.0,0.7636111111111111,0.42916666666666664,0.0,0.0,1.0491666666666668,0.7247222222222223,0.8666666666666667,0,0.0,0.0,1.3005555555555555,0.0,0.009444444444444445,13.213888888888889
324,223,325,638668,2014-06-06 21:22:02,2014-06-06 08:20:35,1,411,1,2,2,6,3,1,1,4,4,6,0,2,0,1,1,0,0,1.2077777777777778,0.8105555555555556,0.1436111111111111,0.27027777777777773,2.216666666666667,2.3180555555555555,1.918611111111111,0.0,0.3638888888888889,0,0.3319444444444445,0.48638888888888887,0.0,0.0,0.011944444444444445,13.012222222222224
325,224,326,1164505,2014-06-06 21:36:09,2014-06-06 08:20:37,1,612,1,2,2,7,3,7,0,2,0,8,2,2,0,0,0,1,1,0.6955555555555556,0.38999999999999996,1.3652777777777778,0.0,1.1013888888888888,0.0,3.087777777777778,0.5850000000000001,0.9063888888888889,0,0.0,0.0,1.1838888888888888,0.6833333333333333,0.01138888888888889,13.2475
326,225,327,510394,2014-06-06 20:26:25,2014-06-06 08:20:55,3,678,1,2,2,10,2,4,1,0,2,2,3,0,0,0,0,0,2,1.231111111111111,0.26972222222222225,0.9022222222222223,0.051944444444444446,0.0,1.1172222222222221,0.7991666666666667,0.7619444444444444,0.0,0,0.0,0.0,0.0,1.4166666666666667,2.026388888888889,10.065277777777778
327,226,328,20403,2014-06-06 21:25:46,2014-06-06 08:20:58,1,415,1,4,4,5,4,1,5,0,1,9,2,0,0,1,0,1,0,0.41333333333333333,1.0608333333333333,0.17277777777777778,2.0094444444444446,0.0,0.14722222222222223,3.2969444444444442,0.4519444444444444,0.0,0,0.5613888888888888,0.0,1.1747222222222222,0.0,0.010833333333333334,13.069166666666666
328,227,329,1595210,2014-06-06 20:11:12,2014-06-06 08:21:02,1,519,2,2,6,6,1,5,0,2,0,6,0,2,0,1,0,1,1,1.1647222222222224,0.06861111111111111,1.1730555555555557,0.0,1.3875,0.0,2.7733333333333334,0.0,0.5825,0,0.4716666666666667,0.0,1.3236111111111113,0.8677777777777779,0.011944444444444445,11.824166666666667
329,227,330,1764441,2014-06-06 20:13:48,2014-06-06 08:21:02,1,947,2,4,6,14,0,10,3,0,2,2,3,2,0,0,0,1,0,1.953888888888889,0.0,1.2916666666666667,1.38,0.0,0.9483333333333334,0.9344444444444445,0.7433333333333334,0.5116666666666666,0,0.0,0.0,1.3275000000000001,0.0,0.012222222222222221,11.867222222222221
330,228,331,662174,2014-06-06 22:23:40,2014-06-06 08:21:16,1,500,1,4,4,5,2,1,0,1,4,5,1,2,0,1,1,1,1,0.28611111111111115,0.5802777777777778,0.07416666666666667,0.0,1.6213888888888888,2.862222222222222,1.6658333333333333,0.24027777777777776,0.735,0,0.39499999999999996,0.47527777777777774,1.2319444444444445,0.7869444444444444,0.012777777777777779,14.027222222222221
